"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"5148","Fibroblast cells","Endothelial cells","C3","ITGAX_ITGB2",6.29028636144142e-08,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"5149","Mast cells","Endothelial cells","C3","ITGAX_ITGB2",1.70106654235216e-09,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"5150","NK/T cells","Neutrophil cells","C5","C5AR1",6.48585036008849e-09,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5151","Neutrophil cells","Neutrophil cells","C5","C5AR1",2.14313806330453e-09,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5152","Epithelial cells","Neutrophil cells","C5","C5AR1",3.98199701886414e-09,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5153","Macrophage cells","Neutrophil cells","C5","C5AR1",2.4180211366402e-09,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5154","Plasma cells","Neutrophil cells","C5","C5AR1",1.12023542580672e-10,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5155","Fibroblast cells","Neutrophil cells","C5","C5AR1",5.97645770679434e-10,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5156","Mast cells","Neutrophil cells","C5","C5AR1",1.80297529824812e-10,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5157","B cells","Neutrophil cells","C5","C5AR1",2.6042687912973e-10,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5158","Endothelial cells","Neutrophil cells","C5","C5AR1",1.70621942390181e-10,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5159","NK/T cells","Macrophage cells","C5","C5AR1",5.022876594655e-09,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5160","Neutrophil cells","Macrophage cells","C5","C5AR1",1.65972346255915e-09,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5161","Epithelial cells","Macrophage cells","C5","C5AR1",3.083802202579e-09,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5162","Macrophage cells","Macrophage cells","C5","C5AR1",1.87260283514241e-09,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5163","Plasma cells","Macrophage cells","C5","C5AR1",8.67550743293929e-11,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5164","Fibroblast cells","Macrophage cells","C5","C5AR1",4.62838453984825e-10,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5165","Mast cells","Macrophage cells","C5","C5AR1",1.39628914074854e-10,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5166","B cells","Macrophage cells","C5","C5AR1",2.01683974062874e-10,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5167","Endothelial cells","Macrophage cells","C5","C5AR1",1.32135789971343e-10,0,"HC_C5AR1","HC - C5AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"5168","Fibroblast cells","Fibroblast cells","EDN1","EDNRA",1.91494626175442e-06,0,"EDN1_EDNRA","EDN1 - EDNRA","EDN","Secreted Signaling","KEGG: hsa04080"
"5169","Fibroblast cells","Endothelial cells","EDN1","EDNRB",2.44137724615789e-07,0,"EDN1_EDNRB","EDN1 - EDNRB","EDN","Secreted Signaling","KEGG: hsa04080"
"5170","NK/T cells","NK/T cells","PRSS3","F2R",7.61492764018851e-10,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5171","Macrophage cells","NK/T cells","PRSS3","F2R",7.19087469345743e-10,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5172","Fibroblast cells","NK/T cells","PRSS3","F2R",1.43651850213571e-10,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5173","Mast cells","NK/T cells","PRSS3","F2R",2.49718164429807e-11,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5174","Endothelial cells","NK/T cells","PRSS3","F2R",2.43083508982342e-11,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5175","NK/T cells","Epithelial cells","PRSS3","F2R",2.99922110664926e-10,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5176","Macrophage cells","Epithelial cells","PRSS3","F2R",2.8322032972509e-10,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5177","Fibroblast cells","Epithelial cells","PRSS3","F2R",5.65788254170416e-11,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5178","Mast cells","Epithelial cells","PRSS3","F2R",9.8354183383575e-12,0.01,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5179","Endothelial cells","Epithelial cells","PRSS3","F2R",9.57410530334962e-12,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5180","NK/T cells","Macrophage cells","PRSS3","F2R",2.11207129027469e-10,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5181","Macrophage cells","Macrophage cells","PRSS3","F2R",1.99445624649335e-10,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5182","Fibroblast cells","Macrophage cells","PRSS3","F2R",3.98431821179607e-11,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5183","Mast cells","Macrophage cells","PRSS3","F2R",6.92616648140348e-12,0.01,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5184","Endothelial cells","Macrophage cells","PRSS3","F2R",6.74214811774077e-12,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5185","NK/T cells","Fibroblast cells","PRSS3","F2R",3.92008064158631e-07,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5186","Neutrophil cells","Fibroblast cells","PRSS3","F2R",5.68598476862399e-08,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5187","Epithelial cells","Fibroblast cells","PRSS3","F2R",1.24680936725227e-07,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5188","Macrophage cells","Fibroblast cells","PRSS3","F2R",3.7014593341526e-07,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5189","Plasma cells","Fibroblast cells","PRSS3","F2R",1.46921462895231e-09,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5190","Fibroblast cells","Fibroblast cells","PRSS3","F2R",7.39428734269198e-08,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5191","Mast cells","Fibroblast cells","PRSS3","F2R",1.28549903192132e-08,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5192","B cells","Fibroblast cells","PRSS3","F2R",1.36185947017045e-08,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5193","Endothelial cells","Fibroblast cells","PRSS3","F2R",1.25131796174978e-08,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5194","Macrophage cells","Mast cells","PRSS3","F2R",1.36925980811265e-11,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5195","Fibroblast cells","Mast cells","PRSS3","F2R",2.7353654915245e-12,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5196","Mast cells","Mast cells","PRSS3","F2R",4.75504107774153e-13,0.02,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5197","Endothelial cells","Mast cells","PRSS3","F2R",4.62870642020821e-13,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5198","Macrophage cells","B cells","PRSS3","F2R",1.9983011078856e-11,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5199","Fibroblast cells","B cells","PRSS3","F2R",3.99199908031524e-12,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5200","Endothelial cells","B cells","PRSS3","F2R",6.75514544306476e-13,0.02,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5201","NK/T cells","Endothelial cells","PRSS3","F2R",3.32570275164778e-08,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5202","Neutrophil cells","Endothelial cells","PRSS3","F2R",4.82377017001613e-09,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5203","Epithelial cells","Endothelial cells","PRSS3","F2R",1.05775566846284e-08,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5204","Macrophage cells","Endothelial cells","PRSS3","F2R",3.14042756657933e-08,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5205","Plasma cells","Endothelial cells","PRSS3","F2R",1.24641448725111e-10,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5206","Fibroblast cells","Endothelial cells","PRSS3","F2R",6.27359624451625e-09,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5207","Mast cells","Endothelial cells","PRSS3","F2R",1.09060042538109e-09,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5208","B cells","Endothelial cells","PRSS3","F2R",1.15535775826316e-09,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5209","Endothelial cells","Endothelial cells","PRSS3","F2R",1.0616182917306e-09,0,"PRSS3_F2R","PRSS3 - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5210","Mast cells","NK/T cells","CTSG","F2R",2.16588430857466e-09,0,"CTSG_F2R","CTSG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5211","Mast cells","Neutrophil cells","CTSG","F2R",1.73059430850978e-10,0,"CTSG_F2R","CTSG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5212","Mast cells","Epithelial cells","CTSG","F2R",8.53056849767894e-10,0,"CTSG_F2R","CTSG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5213","Mast cells","Macrophage cells","CTSG","F2R",6.00728252744064e-10,0,"CTSG_F2R","CTSG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5214","Mast cells","Plasma cells","CTSG","F2R",1.36998222922698e-11,0,"CTSG_F2R","CTSG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5215","Mast cells","Fibroblast cells","CTSG","F2R",1.10957613220997e-06,0,"CTSG_F2R","CTSG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5216","Mast cells","Mast cells","CTSG","F2R",4.12419724760305e-11,0,"CTSG_F2R","CTSG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5217","Mast cells","B cells","CTSG","F2R",6.01886446645134e-11,0,"CTSG_F2R","CTSG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5218","Mast cells","Endothelial cells","CTSG","F2R",9.4463498976368e-08,0,"CTSG_F2R","CTSG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5219","NK/T cells","NK/T cells","GZMA","F2R",2.95106867509688e-07,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5220","NK/T cells","Neutrophil cells","GZMA","F2R",2.35797767053135e-08,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5221","NK/T cells","Epithelial cells","GZMA","F2R",1.16231025913391e-07,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5222","NK/T cells","Macrophage cells","GZMA","F2R",8.18506515506966e-08,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5223","NK/T cells","Fibroblast cells","GZMA","F2R",0.000149659808013154,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5224","NK/T cells","Mast cells","GZMA","F2R",5.6193173713806e-09,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5225","NK/T cells","B cells","GZMA","F2R",8.20084948009538e-09,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5226","NK/T cells","Endothelial cells","GZMA","F2R",1.28343255614242e-05,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"5227","Macrophage cells","NK/T cells","PRSS3","PARD3",9.12063133256485e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5228","Fibroblast cells","NK/T cells","PRSS3","PARD3",1.82202530482608e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5229","Endothelial cells","NK/T cells","PRSS3","PARD3",3.08317856433633e-11,0.02,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5230","Macrophage cells","Neutrophil cells","PRSS3","PARD3",3.07855610160607e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5231","Fibroblast cells","Neutrophil cells","PRSS3","PARD3",6.1500206685103e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5232","Endothelial cells","Neutrophil cells","PRSS3","PARD3",1.04068872311457e-11,0.03,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5233","NK/T cells","Epithelial cells","PRSS3","PARD3",9.33469321511986e-07,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5234","Neutrophil cells","Epithelial cells","PRSS3","PARD3",1.35395228831535e-07,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5235","Epithelial cells","Epithelial cells","PRSS3","PARD3",2.96894420818276e-07,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5236","Macrophage cells","Epithelial cells","PRSS3","PARD3",8.81464679283507e-07,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5237","Plasma cells","Epithelial cells","PRSS3","PARD3",3.49847928284773e-09,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5238","Fibroblast cells","Epithelial cells","PRSS3","PARD3",1.76089159191518e-07,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5239","Mast cells","Epithelial cells","PRSS3","PARD3",3.06113290045773e-08,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5240","B cells","Epithelial cells","PRSS3","PARD3",3.24289718640048e-08,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5241","Endothelial cells","Epithelial cells","PRSS3","PARD3",2.97978407187075e-08,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5242","NK/T cells","Macrophage cells","PRSS3","PARD3",5.80804546530317e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5243","Epithelial cells","Macrophage cells","PRSS3","PARD3",1.84727150562993e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5244","Macrophage cells","Macrophage cells","PRSS3","PARD3",5.48461239923601e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5245","Fibroblast cells","Macrophage cells","PRSS3","PARD3",1.09565908266084e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5246","Mast cells","Macrophage cells","PRSS3","PARD3",1.90464639570891e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5247","Endothelial cells","Macrophage cells","PRSS3","PARD3",1.85404265101102e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5248","NK/T cells","Fibroblast cells","PRSS3","PARD3",1.12408162416481e-09,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5249","Neutrophil cells","Fibroblast cells","PRSS3","PARD3",1.63041494797715e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5250","Epithelial cells","Fibroblast cells","PRSS3","PARD3",3.57518552603369e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5251","Macrophage cells","Fibroblast cells","PRSS3","PARD3",1.0614845645591e-09,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5252","Plasma cells","Fibroblast cells","PRSS3","PARD3",4.21281727779794e-12,0.01,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5253","Fibroblast cells","Fibroblast cells","PRSS3","PARD3",2.12052388877757e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5254","Mast cells","Fibroblast cells","PRSS3","PARD3",3.68622788726236e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5255","B cells","Fibroblast cells","PRSS3","PARD3",3.90507410700601e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5256","Endothelial cells","Fibroblast cells","PRSS3","PARD3",3.58828985437872e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5257","NK/T cells","Mast cells","PRSS3","PARD3",4.97601628621639e-11,0.02,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5258","Epithelial cells","Mast cells","PRSS3","PARD3",1.58264138159827e-11,0.03,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5259","Macrophage cells","Mast cells","PRSS3","PARD3",4.69891648055963e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5260","Fibroblast cells","Mast cells","PRSS3","PARD3",9.38700886010311e-12,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5261","Mast cells","Mast cells","PRSS3","PARD3",1.63179705403474e-12,0.02,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5262","Endothelial cells","Mast cells","PRSS3","PARD3",1.58844252717314e-12,0.01,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5263","Macrophage cells","B cells","PRSS3","PARD3",3.99185237598326e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5264","Fibroblast cells","B cells","PRSS3","PARD3",7.97450941642649e-12,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5265","NK/T cells","Endothelial cells","PRSS3","PARD3",4.54623614641132e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5266","Neutrophil cells","Endothelial cells","PRSS3","PARD3",6.59405098275288e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5267","Epithelial cells","Endothelial cells","PRSS3","PARD3",1.44594818318167e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5268","Macrophage cells","Endothelial cells","PRSS3","PARD3",4.29306821954834e-10,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5269","Plasma cells","Endothelial cells","PRSS3","PARD3",1.70383203696938e-12,0.04,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5270","Fibroblast cells","Endothelial cells","PRSS3","PARD3",8.57624679372712e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5271","Mast cells","Endothelial cells","PRSS3","PARD3",1.49085812160181e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5272","B cells","Endothelial cells","PRSS3","PARD3",1.57936833994651e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5273","Endothelial cells","Endothelial cells","PRSS3","PARD3",1.45124803066738e-11,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5274","Mast cells","NK/T cells","CTSG","PARD3",2.74712473152021e-09,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5275","Mast cells","Neutrophil cells","CTSG","PARD3",9.27257975247208e-10,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5276","Mast cells","Epithelial cells","CTSG","PARD3",2.65126805520621e-06,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5277","Mast cells","Macrophage cells","CTSG","PARD3",1.65195850443334e-09,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5278","Mast cells","Plasma cells","CTSG","PARD3",4.61327005269615e-11,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5279","Mast cells","Fibroblast cells","CTSG","PARD3",3.19713871179708e-09,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5280","Mast cells","Mast cells","CTSG","PARD3",1.41530767529392e-10,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5281","Mast cells","B cells","CTSG","PARD3",1.20234194140615e-10,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5282","Mast cells","Endothelial cells","CTSG","PARD3",1.29304494658218e-09,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5283","NK/T cells","NK/T cells","GZMA","PARD3",3.74302147502994e-07,0,"GZMA_PARD3","GZMA - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5284","NK/T cells","Neutrophil cells","GZMA","PARD3",1.26341077535388e-07,0,"GZMA_PARD3","GZMA - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5285","NK/T cells","Epithelial cells","GZMA","PARD3",0.000360168844298769,0,"GZMA_PARD3","GZMA - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5286","NK/T cells","Macrophage cells","GZMA","PARD3",2.25082880985452e-07,0,"GZMA_PARD3","GZMA - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5287","NK/T cells","Fibroblast cells","GZMA","PARD3",4.35605405052825e-07,0,"GZMA_PARD3","GZMA - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5288","NK/T cells","Mast cells","GZMA","PARD3",1.928386450725e-08,0,"GZMA_PARD3","GZMA - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5289","NK/T cells","B cells","GZMA","PARD3",1.63821930120193e-08,0,"GZMA_PARD3","GZMA - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5290","NK/T cells","Endothelial cells","GZMA","PARD3",1.76173749989791e-07,0,"GZMA_PARD3","GZMA - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"5291","NK/T cells","NK/T cells","NPPC","NPR2",5.01830930558298e-08,0,"NPPC_NPR2","NPPC - NPR2","NPR2","Secreted Signaling","KEGG: hsa04080; PMID: 29934642"
"5292","Macrophage cells","NK/T cells","NPPC","NPR2",1.99186583911321e-08,0,"NPPC_NPR2","NPPC - NPR2","NPR2","Secreted Signaling","KEGG: hsa04080; PMID: 29934642"
