"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"2227","Mast cells","Epithelial cells","FGF10","FGFR1",2.36658910072743e-10,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2228","B cells","Epithelial cells","FGF10","FGFR1",2.56867789246311e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2229","Endothelial cells","Epithelial cells","FGF10","FGFR1",1.11329226705921e-09,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2230","Epithelial cells","Macrophage cells","FGF10","FGFR1",2.11280250550699e-09,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2231","Macrophage cells","Macrophage cells","FGF10","FGFR1",6.7348617491096e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2232","Fibroblast cells","Macrophage cells","FGF10","FGFR1",1.87301507389379e-09,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2233","Mast cells","Macrophage cells","FGF10","FGFR1",3.02226043964977e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2234","Endothelial cells","Macrophage cells","FGF10","FGFR1",1.4217344111761e-10,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2235","Epithelial cells","Plasma cells","FGF10","FGFR1",2.93684626582715e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2236","Fibroblast cells","Plasma cells","FGF10","FGFR1",2.60353727599084e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2237","Mast cells","Plasma cells","FGF10","FGFR1",4.20101440760081e-13,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2238","Endothelial cells","Plasma cells","FGF10","FGFR1",1.97624513216821e-12,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2239","NK/T cells","Fibroblast cells","FGF10","FGFR1",2.66617708990017e-09,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2240","Neutrophil cells","Fibroblast cells","FGF10","FGFR1",9.12100778762416e-10,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2241","Epithelial cells","Fibroblast cells","FGF10","FGFR1",1.67586730102498e-07,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2242","Macrophage cells","Fibroblast cells","FGF10","FGFR1",5.34226643599661e-09,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2243","Plasma cells","Fibroblast cells","FGF10","FGFR1",3.62059174274881e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2244","Fibroblast cells","Fibroblast cells","FGF10","FGFR1",1.48530793371472e-07,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2245","Mast cells","Fibroblast cells","FGF10","FGFR1",2.39731425216786e-09,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2246","B cells","Fibroblast cells","FGF10","FGFR1",2.60205258977961e-10,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2247","Endothelial cells","Fibroblast cells","FGF10","FGFR1",1.12767917220178e-08,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2248","NK/T cells","Mast cells","FGF10","FGFR1",9.31588496495723e-12,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2249","Neutrophil cells","Mast cells","FGF10","FGFR1",3.18696974765707e-12,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2250","Epithelial cells","Mast cells","FGF10","FGFR1",5.85587050854285e-10,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2251","Macrophage cells","Mast cells","FGF10","FGFR1",1.86664332012861e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2252","Fibroblast cells","Mast cells","FGF10","FGFR1",5.19126523754326e-10,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2253","Mast cells","Mast cells","FGF10","FGFR1",8.37653716655486e-12,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2254","B cells","Mast cells","FGF10","FGFR1",9.09182965439528e-13,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2255","Endothelial cells","Mast cells","FGF10","FGFR1",3.9404965979808e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2256","Epithelial cells","B cells","FGF10","FGFR1",9.91266274937163e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2257","Macrophage cells","B cells","FGF10","FGFR1",3.15980357024121e-12,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2258","Fibroblast cells","B cells","FGF10","FGFR1",8.78765256481503e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2259","Mast cells","B cells","FGF10","FGFR1",1.41795775818485e-12,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2260","Endothelial cells","B cells","FGF10","FGFR1",6.67037001644174e-12,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2261","NK/T cells","Endothelial cells","FGF10","FGFR1",2.36159987774794e-10,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2262","Neutrophil cells","Endothelial cells","FGF10","FGFR1",8.07904718269789e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2263","Epithelial cells","Endothelial cells","FGF10","FGFR1",1.48446134405435e-08,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2264","Macrophage cells","Endothelial cells","FGF10","FGFR1",4.7319848904766e-10,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2265","Plasma cells","Endothelial cells","FGF10","FGFR1",3.20698423822599e-12,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2266","Fibroblast cells","Endothelial cells","FGF10","FGFR1",1.3158933605712e-08,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2267","Mast cells","Endothelial cells","FGF10","FGFR1",2.12346670601101e-10,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2268","B cells","Endothelial cells","FGF10","FGFR1",2.30480115768215e-11,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2269","Endothelial cells","Endothelial cells","FGF10","FGFR1",9.98905749841257e-10,0,"FGF10_FGFR1","FGF10 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2270","Epithelial cells","NK/T cells","FGF10","FGFR2",3.6129669464099e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2271","Fibroblast cells","NK/T cells","FGF10","FGFR2",3.20292364272546e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2272","Mast cells","NK/T cells","FGF10","FGFR2",5.16817183503079e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2273","Endothelial cells","NK/T cells","FGF10","FGFR2",2.43121624887146e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2274","Epithelial cells","Neutrophil cells","FGF10","FGFR2",1.23599812612353e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2275","Fibroblast cells","Neutrophil cells","FGF10","FGFR2",1.09572207251393e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2276","Mast cells","Neutrophil cells","FGF10","FGFR2",1.76803463647943e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2277","Endothelial cells","Neutrophil cells","FGF10","FGFR2",8.31720514843222e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2278","NK/T cells","Epithelial cells","FGF10","FGFR2",3.6129669464099e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2279","Neutrophil cells","Epithelial cells","FGF10","FGFR2",1.23599812612353e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2280","Epithelial cells","Epithelial cells","FGF10","FGFR2",2.27107351265872e-08,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2281","Macrophage cells","Epithelial cells","FGF10","FGFR2",7.23937720576716e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2282","Plasma cells","Epithelial cells","FGF10","FGFR2",4.90630422819502e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2283","Fibroblast cells","Epithelial cells","FGF10","FGFR2",2.01331646283492e-08,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2284","Mast cells","Epithelial cells","FGF10","FGFR2",3.24866068759186e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2285","B cells","Epithelial cells","FGF10","FGFR2",3.52607187456545e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2286","Endothelial cells","Epithelial cells","FGF10","FGFR2",1.52823649962529e-09,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2287","Epithelial cells","Macrophage cells","FGF10","FGFR2",7.23937720576716e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2288","Macrophage cells","Macrophage cells","FGF10","FGFR2",2.30765543873968e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2289","Fibroblast cells","Macrophage cells","FGF10","FGFR2",6.41776385214961e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2290","Mast cells","Macrophage cells","FGF10","FGFR2",1.03555738650124e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2291","B cells","Macrophage cells","FGF10","FGFR2",1.12398601911862e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2292","Endothelial cells","Macrophage cells","FGF10","FGFR2",4.87147859033958e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2293","Epithelial cells","Plasma cells","FGF10","FGFR2",4.90630422819502e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2294","Fibroblast cells","Plasma cells","FGF10","FGFR2",4.34947740815434e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2295","Endothelial cells","Plasma cells","FGF10","FGFR2",3.30152109547565e-13,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2296","NK/T cells","Fibroblast cells","FGF10","FGFR2",3.04564353843573e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2297","Neutrophil cells","Fibroblast cells","FGF10","FGFR2",1.04191645566589e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2298","Epithelial cells","Fibroblast cells","FGF10","FGFR2",1.91445265737917e-08,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2299","Macrophage cells","Fibroblast cells","FGF10","FGFR2",6.10261853469629e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2300","Plasma cells","Fibroblast cells","FGF10","FGFR2",4.13589558385047e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2301","Fibroblast cells","Fibroblast cells","FGF10","FGFR2",1.69713019260502e-08,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2302","Mast cells","Fibroblast cells","FGF10","FGFR2",2.73853944707938e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2303","B cells","Fibroblast cells","FGF10","FGFR2",2.97239303533284e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2304","Endothelial cells","Fibroblast cells","FGF10","FGFR2",1.28825747827513e-09,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2305","NK/T cells","Mast cells","FGF10","FGFR2",5.16817183503079e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2306","Neutrophil cells","Mast cells","FGF10","FGFR2",1.76803463647943e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2307","Epithelial cells","Mast cells","FGF10","FGFR2",3.24866068759186e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2308","Macrophage cells","Mast cells","FGF10","FGFR2",1.03555738650124e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2309","Fibroblast cells","Mast cells","FGF10","FGFR2",2.8799602117167e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2310","Mast cells","Mast cells","FGF10","FGFR2",4.64705019682523e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2311","B cells","Mast cells","FGF10","FGFR2",5.04387271450546e-13,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2312","Endothelial cells","Mast cells","FGF10","FGFR2",2.18606914522977e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2313","Epithelial cells","B cells","FGF10","FGFR2",3.52607187456545e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2314","Macrophage cells","B cells","FGF10","FGFR2",1.12398601911862e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2315","Fibroblast cells","B cells","FGF10","FGFR2",3.12589040567066e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2316","Mast cells","B cells","FGF10","FGFR2",5.04387271450546e-13,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2317","Endothelial cells","B cells","FGF10","FGFR2",2.37274332642716e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2318","NK/T cells","Endothelial cells","FGF10","FGFR2",2.43121624887146e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2319","Neutrophil cells","Endothelial cells","FGF10","FGFR2",8.31720514843222e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2320","Epithelial cells","Endothelial cells","FGF10","FGFR2",1.52823649962529e-09,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2321","Macrophage cells","Endothelial cells","FGF10","FGFR2",4.87147859033958e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2322","Plasma cells","Endothelial cells","FGF10","FGFR2",3.30152109547565e-13,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2323","Fibroblast cells","Endothelial cells","FGF10","FGFR2",1.35478383220387e-09,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2324","Mast cells","Endothelial cells","FGF10","FGFR2",2.18606914522977e-11,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2325","B cells","Endothelial cells","FGF10","FGFR2",2.37274332642716e-12,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2326","Endothelial cells","Endothelial cells","FGF10","FGFR2",1.02837085712692e-10,0,"FGF10_FGFR2","FGF10 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2327","Epithelial cells","NK/T cells","FGF9","FGFR1",1.61016897235291e-09,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2328","Fibroblast cells","NK/T cells","FGF9","FGFR1",7.16538425998234e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2329","Mast cells","NK/T cells","FGF9","FGFR1",2.81490049328951e-12,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2330","Endothelial cells","NK/T cells","FGF9","FGFR1",4.52134934621587e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2331","Epithelial cells","Neutrophil cells","FGF9","FGFR1",6.58099959528293e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2332","Macrophage cells","Neutrophil cells","FGF9","FGFR1",3.49053449136101e-12,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2333","Fibroblast cells","Neutrophil cells","FGF9","FGFR1",2.92859889337434e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2334","Mast cells","Neutrophil cells","FGF9","FGFR1",1.15049161643168e-12,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2335","Endothelial cells","Neutrophil cells","FGF9","FGFR1",1.84794259117176e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2336","NK/T cells","Epithelial cells","FGF9","FGFR1",6.32935101878651e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2337","Neutrophil cells","Epithelial cells","FGF9","FGFR1",2.51087107030655e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2338","Epithelial cells","Epithelial cells","FGF9","FGFR1",1.46563550397081e-08,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2339","Macrophage cells","Epithelial cells","FGF9","FGFR1",7.77367210106041e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2340","Plasma cells","Epithelial cells","FGF9","FGFR1",1.05221084289571e-12,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2341","Fibroblast cells","Epithelial cells","FGF9","FGFR1",6.52219159996421e-09,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2342","Mast cells","Epithelial cells","FGF9","FGFR1",2.56222779453971e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2343","B cells","Epithelial cells","FGF9","FGFR1",3.89055926725568e-12,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2344","Endothelial cells","Epithelial cells","FGF9","FGFR1",4.11550023193841e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2345","Epithelial cells","Macrophage cells","FGF9","FGFR1",1.87169511143974e-09,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2346","Macrophage cells","Macrophage cells","FGF9","FGFR1",9.9273926685778e-12,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2347","Fibroblast cells","Macrophage cells","FGF9","FGFR1",8.32919578607489e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2348","Mast cells","Macrophage cells","FGF9","FGFR1",3.27210117822103e-12,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2349","Endothelial cells","Macrophage cells","FGF9","FGFR1",5.25571398787795e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2350","Epithelial cells","Plasma cells","FGF9","FGFR1",2.60170116898585e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2351","Fibroblast cells","Plasma cells","FGF9","FGFR1",1.15777844041531e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2352","Mast cells","Plasma cells","FGF9","FGFR1",4.54829893107013e-14,0.01,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2353","Endothelial cells","Plasma cells","FGF9","FGFR1",7.30556857406318e-13,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2354","NK/T cells","Fibroblast cells","FGF9","FGFR1",6.41159062655704e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2355","Neutrophil cells","Fibroblast cells","FGF9","FGFR1",2.54349574172144e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2356","Epithelial cells","Fibroblast cells","FGF9","FGFR1",1.48462839128466e-07,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2357","Macrophage cells","Fibroblast cells","FGF9","FGFR1",7.87467671295373e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2358","Plasma cells","Fibroblast cells","FGF9","FGFR1",1.0658826509338e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2359","Fibroblast cells","Fibroblast cells","FGF9","FGFR1",6.60611722484006e-08,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2360","Mast cells","Fibroblast cells","FGF9","FGFR1",2.59551700829154e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2361","B cells","Fibroblast cells","FGF9","FGFR1",3.94111070959381e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2362","Endothelial cells","Fibroblast cells","FGF9","FGFR1",4.16886732099678e-09,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2363","NK/T cells","Mast cells","FGF9","FGFR1",2.24027237345125e-12,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2364","Neutrophil cells","Mast cells","FGF9","FGFR1",8.88722252168908e-13,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2365","Epithelial cells","Mast cells","FGF9","FGFR1",5.18761429884653e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2366","Macrophage cells","Mast cells","FGF9","FGFR1",2.75148949883453e-12,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2367","Fibroblast cells","Mast cells","FGF9","FGFR1",2.30852941877323e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2368","Mast cells","Mast cells","FGF9","FGFR1",9.06899957106571e-13,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2369","B cells","Mast cells","FGF9","FGFR1",1.37706258006322e-13,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2370","Endothelial cells","Mast cells","FGF9","FGFR1",1.45668053624816e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2371","Epithelial cells","B cells","FGF9","FGFR1",8.78145601488063e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2372","Fibroblast cells","B cells","FGF9","FGFR1",3.90782009257147e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2373","Mast cells","B cells","FGF9","FGFR1",1.53517582964724e-13,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2374","Endothelial cells","B cells","FGF9","FGFR1",2.4658300525179e-12,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2375","NK/T cells","Endothelial cells","FGF9","FGFR1",5.67914619527516e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2376","Neutrophil cells","Endothelial cells","FGF9","FGFR1",2.25293301473283e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2377","Epithelial cells","Endothelial cells","FGF9","FGFR1",1.3150602640409e-08,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2378","Macrophage cells","Endothelial cells","FGF9","FGFR1",6.9750939197615e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2379","Plasma cells","Endothelial cells","FGF9","FGFR1",9.4411879728198e-13,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2380","Fibroblast cells","Endothelial cells","FGF9","FGFR1",5.85197133621319e-09,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2381","Mast cells","Endothelial cells","FGF9","FGFR1",2.29901324938218e-11,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
