"","source","target","pathway_name","prob","pval"
"785","Fibroblast cells","Epithelial cells","IFN-II",4.98326649247112e-07,0
"786","Fibroblast cells","Epithelial cells","IGF",1.24916477722837e-05,0
"787","Fibroblast cells","Epithelial cells","IL1",5.4095264875139e-07,0
"788","Fibroblast cells","Epithelial cells","IL2",2.44456669502516e-08,0
"789","Fibroblast cells","Epithelial cells","IL4",4.31251744022032e-07,0
"790","Fibroblast cells","Epithelial cells","IL6",7.40153396529629e-07,0
"791","Fibroblast cells","Epithelial cells","KIT",5.10859234779584e-08,0
"792","Fibroblast cells","Epithelial cells","LIFR",3.09693476533142e-07,0
"793","Fibroblast cells","Epithelial cells","MIF",2.02987476861582e-05,0
"794","Fibroblast cells","Epithelial cells","MK",0.00034783311236615,0
"795","Fibroblast cells","Epithelial cells","MSTN",2.56596940768684e-08,0
"796","Fibroblast cells","Epithelial cells","NRG",3.04139761513586e-06,0
"797","Fibroblast cells","Epithelial cells","NT",4.97751599654245e-10,0
"798","Fibroblast cells","Epithelial cells","OSM",2.23420556007213e-08,0
"799","Fibroblast cells","Epithelial cells","PARs",1.76145738016935e-07,0
"800","Fibroblast cells","Epithelial cells","PDGF",5.12029422978873e-07,0
"801","Fibroblast cells","Epithelial cells","PERIOSTIN",6.23233852168382e-07,0
"802","Fibroblast cells","Epithelial cells","PSAP",1.45263682963289e-08,0
"803","Fibroblast cells","Epithelial cells","PTN",5.36912577132398e-05,0
"804","Fibroblast cells","Epithelial cells","TGFb",8.96686451625899e-08,0
"805","Fibroblast cells","Epithelial cells","TRAIL",2.35588786746091e-06,0
"806","Fibroblast cells","Epithelial cells","VEGF",1.15256134141604e-06,0
"807","Fibroblast cells","Epithelial cells","WNT",9.19699849841533e-11,0
"808","Fibroblast cells","Epithelial cells","ncWNT",4.30196660128289e-09,0
"809","Fibroblast cells","Fibroblast cells","ACTIVIN",5.49476765854984e-09,0
"810","Fibroblast cells","Fibroblast cells","ANGPTL",1.09648959600422e-06,0
"811","Fibroblast cells","Fibroblast cells","BAFF",6.95643816862241e-11,0.02
"812","Fibroblast cells","Fibroblast cells","BMP",2.51081641632912e-07,0
"813","Fibroblast cells","Fibroblast cells","CCL",1.4950249062332e-07,0
"814","Fibroblast cells","Fibroblast cells","CD40",1.27477304259931e-08,0
"815","Fibroblast cells","Fibroblast cells","COMPLEMENT",3.47978313985348e-07,0
"816","Fibroblast cells","Fibroblast cells","CSF",9.01468319355353e-10,0
"817","Fibroblast cells","Fibroblast cells","CSF3",4.10293434557457e-12,0.02
"818","Fibroblast cells","Fibroblast cells","EDN",1.91494626175442e-06,0
"819","Fibroblast cells","Fibroblast cells","EGF",7.39908460403801e-08,0
"820","Fibroblast cells","Fibroblast cells","FGF",2.51689181631733e-06,0
"821","Fibroblast cells","Fibroblast cells","FLT3",4.23606287461685e-12,0
"822","Fibroblast cells","Fibroblast cells","GAS",8.27586734170132e-07,0
"823","Fibroblast cells","Fibroblast cells","GRN",5.14407314937571e-08,0
"824","Fibroblast cells","Fibroblast cells","HGF",4.32386017283953e-08,0
"825","Fibroblast cells","Fibroblast cells","IFN-II",1.46997967760667e-07,0
"826","Fibroblast cells","Fibroblast cells","IGF",4.23756205863428e-07,0
"827","Fibroblast cells","Fibroblast cells","IL1",2.38477389750426e-07,0
"828","Fibroblast cells","Fibroblast cells","IL4",1.84489378931311e-10,0
"829","Fibroblast cells","Fibroblast cells","IL6",3.26696640846301e-07,0
"830","Fibroblast cells","Fibroblast cells","KIT",2.49410737223669e-08,0
"831","Fibroblast cells","Fibroblast cells","LIFR",1.34424262491322e-07,0
"832","Fibroblast cells","Fibroblast cells","LT",5.46800185798169e-08,0
"833","Fibroblast cells","Fibroblast cells","MIF",1.21029399624494e-06,0
"834","Fibroblast cells","Fibroblast cells","MK",4.18105953361778e-05,0
"835","Fibroblast cells","Fibroblast cells","MSTN",2.81539805928467e-08,0
"836","Fibroblast cells","Fibroblast cells","NRG",8.51437672412576e-08,0
"837","Fibroblast cells","Fibroblast cells","NT",1.5116612133303e-10,0
"838","Fibroblast cells","Fibroblast cells","OSM",4.50917183590972e-08,0
"839","Fibroblast cells","Fibroblast cells","PARs",7.41549258157975e-08,0
"840","Fibroblast cells","Fibroblast cells","PDGF",4.94642112722835e-06,0
"841","Fibroblast cells","Fibroblast cells","PERIOSTIN",7.52430466241021e-07,0
"842","Fibroblast cells","Fibroblast cells","PSAP",2.0905240396842e-09,0
"843","Fibroblast cells","Fibroblast cells","PTN",4.17517799419285e-06,0
"844","Fibroblast cells","Fibroblast cells","TGFb",3.83719179409045e-07,0
"845","Fibroblast cells","Fibroblast cells","VEGF",4.79870645172584e-07,0
"846","Fibroblast cells","Fibroblast cells","VISFATIN",3.38190398048228e-08,0.01
"847","Fibroblast cells","Fibroblast cells","WNT",6.85875672603581e-11,0
"848","Fibroblast cells","Fibroblast cells","ncWNT",2.68769891824287e-08,0
"849","Fibroblast cells","Macrophage cells","ACTIVIN",1.15838911219675e-08,0
"850","Fibroblast cells","Macrophage cells","ANGPTL",9.80249219298914e-06,0
"851","Fibroblast cells","Macrophage cells","ANNEXIN",6.72618519275629e-06,0
"852","Fibroblast cells","Macrophage cells","BAFF",4.96673983818048e-08,0
"853","Fibroblast cells","Macrophage cells","BMP",3.03826223695074e-07,0
"854","Fibroblast cells","Macrophage cells","CCL",8.32365218064969e-07,0
"855","Fibroblast cells","Macrophage cells","CD40",1.28375188303341e-07,0
"856","Fibroblast cells","Macrophage cells","CHEMERIN",3.47957931335756e-05,0
"857","Fibroblast cells","Macrophage cells","COMPLEMENT",1.66507281593374e-05,0
"858","Fibroblast cells","Macrophage cells","CSF",2.74529260697019e-07,0
"859","Fibroblast cells","Macrophage cells","CSF3",3.75649892506034e-09,0
"860","Fibroblast cells","Macrophage cells","EGF",1.17758564207197e-08,0
"861","Fibroblast cells","Macrophage cells","FGF",3.77850131736489e-08,0
"862","Fibroblast cells","Macrophage cells","FLT3",1.90180485397378e-11,0
"863","Fibroblast cells","Macrophage cells","GAS",3.07703034189979e-06,0
"864","Fibroblast cells","Macrophage cells","GRN",3.39502458580286e-07,0
"865","Fibroblast cells","Macrophage cells","HGF",2.44432100737959e-08,0
"866","Fibroblast cells","Macrophage cells","IFN-II",1.41349794189002e-06,0
"867","Fibroblast cells","Macrophage cells","IGF",2.38141021670775e-06,0.0025
"868","Fibroblast cells","Macrophage cells","IL1",1.16176419521061e-06,0
"869","Fibroblast cells","Macrophage cells","IL4",4.92696651244485e-07,0.004
"870","Fibroblast cells","Macrophage cells","IL6",1.62039426596652e-06,0
"871","Fibroblast cells","Macrophage cells","KIT",2.06475544334909e-08,0
"872","Fibroblast cells","Macrophage cells","LIFR",2.90301830797307e-07,0
"873","Fibroblast cells","Macrophage cells","LT",3.06107023200723e-07,0
"874","Fibroblast cells","Macrophage cells","MIF",6.37046749615861e-05,0
"875","Fibroblast cells","Macrophage cells","MK",0.000124522405393616,0
"876","Fibroblast cells","Macrophage cells","MSTN",1.15573092085139e-07,0
"877","Fibroblast cells","Macrophage cells","NRG",6.56595434673529e-08,0
"878","Fibroblast cells","Macrophage cells","NT",1.45455294200852e-10,0
"879","Fibroblast cells","Macrophage cells","OSM",2.0929550925756e-08,0
"880","Fibroblast cells","Macrophage cells","PARs",1.49409090384044e-10,0
"881","Fibroblast cells","Macrophage cells","PDGF",1.92267777769264e-07,0
"882","Fibroblast cells","Macrophage cells","PERIOSTIN",2.20170864191441e-06,0
"883","Fibroblast cells","Macrophage cells","PSAP",7.31617055776383e-09,0
"884","Fibroblast cells","Macrophage cells","PTN",1.28031139487446e-05,0
"885","Fibroblast cells","Macrophage cells","TGFb",6.17366329225423e-06,0
"886","Fibroblast cells","Macrophage cells","VEGF",2.51557436424731e-06,0
"887","Fibroblast cells","Macrophage cells","WNT",3.85866533204192e-11,0
"888","Fibroblast cells","Macrophage cells","ncWNT",2.19366809125705e-09,0
"889","Fibroblast cells","Mast cells","ACTIVIN",6.76438649410725e-10,0
"890","Fibroblast cells","Mast cells","ANGPTL",7.60193424064338e-08,0
"891","Fibroblast cells","Mast cells","BMP",1.45127038150389e-08,0
"892","Fibroblast cells","Mast cells","CD40",7.33761786779407e-10,0
"893","Fibroblast cells","Mast cells","COMPLEMENT",9.77952031405665e-08,0
"894","Fibroblast cells","Mast cells","CSF",7.89452769712769e-10,0
"895","Fibroblast cells","Mast cells","EGF",9.67057896735234e-10,0
"896","Fibroblast cells","Mast cells","FGF",1.21336387345399e-08,0
"897","Fibroblast cells","Mast cells","FLT3",1.41366644432094e-12,0
"898","Fibroblast cells","Mast cells","GAS",1.13463128620446e-09,0
"899","Fibroblast cells","Mast cells","HGF",1.97918080711153e-09,0
"900","Fibroblast cells","Mast cells","IGF",4.94572552976446e-08,0
"901","Fibroblast cells","Mast cells","IL1",3.72975321479181e-12,0
"902","Fibroblast cells","Mast cells","IL4",1.69871971026696e-08,0
"903","Fibroblast cells","Mast cells","IL6",2.48198493855173e-08,0
"904","Fibroblast cells","Mast cells","KIT",6.17252747935846e-07,0
"905","Fibroblast cells","Mast cells","LIFR",2.67103815474666e-08,0
"906","Fibroblast cells","Mast cells","MIF",1.45896446732441e-06,0
"907","Fibroblast cells","Mast cells","MK",4.25664064475182e-06,0
"908","Fibroblast cells","Mast cells","MSTN",3.65563218979901e-09,0
"909","Fibroblast cells","Mast cells","NRG",6.25059605187819e-09,0
"910","Fibroblast cells","Mast cells","NT",1.50439463717106e-10,0
"911","Fibroblast cells","Mast cells","OSM",1.90187373625301e-09,0
"912","Fibroblast cells","Mast cells","PARs",1.21223743516276e-11,0
"913","Fibroblast cells","Mast cells","PDGF",2.46758049266581e-08,0
"914","Fibroblast cells","Mast cells","PERIOSTIN",1.26287404201739e-08,0
"915","Fibroblast cells","Mast cells","PTN",5.645443336821e-07,0
"916","Fibroblast cells","Mast cells","TGFb",1.32431364559611e-07,0.0025
"917","Fibroblast cells","Mast cells","TRAIL",7.17114470809988e-08,0
"918","Fibroblast cells","Mast cells","VEGF",1.981452349009e-07,0
"919","Fibroblast cells","Mast cells","WNT",2.96274802868642e-12,0
"920","Fibroblast cells","Mast cells","ncWNT",1.6335561916358e-10,0
"921","Fibroblast cells","NK/T cells","ACTIVIN",1.05629134922604e-08,0
"922","Fibroblast cells","NK/T cells","ANGPTL",1.11467466641698e-05,0
"923","Fibroblast cells","NK/T cells","BMP",2.64422924978738e-07,0
"924","Fibroblast cells","NK/T cells","CD40",1.12835094985641e-07,0
"925","Fibroblast cells","NK/T cells","COMPLEMENT",6.44996247126232e-06,0
"926","Fibroblast cells","NK/T cells","CSF",1.02120994518344e-09,0.02
"927","Fibroblast cells","NK/T cells","CXCL",9.00336071046865e-05,0
"928","Fibroblast cells","NK/T cells","EGF",1.48321263571184e-08,0
"929","Fibroblast cells","NK/T cells","FASLG",2.07120646606355e-08,0
"930","Fibroblast cells","NK/T cells","FGF",2.90604395598049e-08,0
"931","Fibroblast cells","NK/T cells","FLT3",5.32330710504159e-11,0
"932","Fibroblast cells","NK/T cells","GAS",4.10158538068773e-08,0
"933","Fibroblast cells","NK/T cells","HGF",2.96951696310742e-08,0
"934","Fibroblast cells","NK/T cells","IGF",6.36276745610981e-06,0
"935","Fibroblast cells","NK/T cells","IL1",9.27062763699627e-11,0
"936","Fibroblast cells","NK/T cells","KIT",2.05000369498217e-08,0
"937","Fibroblast cells","NK/T cells","LIFR",1.5396361945458e-07,0
"938","Fibroblast cells","NK/T cells","MIF",0.000121357199283219,0
"939","Fibroblast cells","NK/T cells","MK",0.000370385648864206,0
"940","Fibroblast cells","NK/T cells","MSTN",9.81042261778213e-08,0
"941","Fibroblast cells","NK/T cells","NRG",6.1268499135113e-08,0
"942","Fibroblast cells","NK/T cells","NT",1.51970238323543e-10,0
"943","Fibroblast cells","NK/T cells","OSM",1.09629695421629e-08,0
"944","Fibroblast cells","NK/T cells","PARs",3.25854380696179e-10,0
"945","Fibroblast cells","NK/T cells","PDGF",2.62833642906793e-07,0
"946","Fibroblast cells","NK/T cells","PERIOSTIN",1.27931171508994e-06,0
"947","Fibroblast cells","NK/T cells","PTN",4.03249631044112e-05,0
"948","Fibroblast cells","NK/T cells","TGFb",4.17329449767492e-06,0
"949","Fibroblast cells","NK/T cells","VEGF",1.49597868629346e-08,0.00333333333333333
"950","Fibroblast cells","NK/T cells","WNT",1.08210412964514e-10,0
"951","Fibroblast cells","NK/T cells","ncWNT",5.90999485965659e-09,0
"952","Fibroblast cells","Neutrophil cells","ACTIVIN",1.07448785147955e-09,0
"953","Fibroblast cells","Neutrophil cells","ANGPTL",7.81468800279051e-06,0
"954","Fibroblast cells","Neutrophil cells","ANNEXIN",4.44760603032884e-05,0
"955","Fibroblast cells","Neutrophil cells","BAFF",2.52335902304144e-08,0.00666666666666667
"956","Fibroblast cells","Neutrophil cells","BMP",2.5507759633006e-08,0
"957","Fibroblast cells","Neutrophil cells","COMPLEMENT",1.07470770474593e-06,0
"958","Fibroblast cells","Neutrophil cells","CSF3",4.05263831287133e-08,0
"959","Fibroblast cells","Neutrophil cells","CXCL",1.41716054411496e-05,0
"960","Fibroblast cells","Neutrophil cells","EGF",5.91331421088355e-09,0
"961","Fibroblast cells","Neutrophil cells","FGF",1.15586177795836e-08,0
"962","Fibroblast cells","Neutrophil cells","FLT3",1.69677353113678e-11,0
"963","Fibroblast cells","Neutrophil cells","GAS",1.37002372207079e-08,0
"964","Fibroblast cells","Neutrophil cells","GRN",1.35552579777776e-07,0
"965","Fibroblast cells","Neutrophil cells","HGF",9.93273128633292e-09,0
"966","Fibroblast cells","Neutrophil cells","IFN-II",1.27884940545007e-07,0
"967","Fibroblast cells","Neutrophil cells","IGF",5.17639625843186e-07,0
"968","Fibroblast cells","Neutrophil cells","IL1",3.20447214403679e-06,0
"969","Fibroblast cells","Neutrophil cells","IL4",3.06733154662457e-08,0
"970","Fibroblast cells","Neutrophil cells","KIT",8.41088722776817e-09,0
"971","Fibroblast cells","Neutrophil cells","LIFR",1.19054810712617e-07,0
"972","Fibroblast cells","Neutrophil cells","MIF",4.42857623435214e-05,0
"973","Fibroblast cells","Neutrophil cells","MK",3.94929595953677e-05,0
"974","Fibroblast cells","Neutrophil cells","MSTN",9.71535631421941e-09,0
"975","Fibroblast cells","Neutrophil cells","NRG",2.66755091280251e-08,0
"976","Fibroblast cells","Neutrophil cells","NT",5.95820878872117e-11,0
"977","Fibroblast cells","Neutrophil cells","OSM",8.36532884676357e-09,0
"978","Fibroblast cells","Neutrophil cells","PARs",6.1500206685103e-11,0
"979","Fibroblast cells","Neutrophil cells","PDGF",7.98492328288518e-08,0
"980","Fibroblast cells","Neutrophil cells","PERIOSTIN",1.5625079691201e-08,0
"981","Fibroblast cells","Neutrophil cells","PTN",7.40080987777053e-06,0
"982","Fibroblast cells","Neutrophil cells","TGFb",7.68553277376704e-08,0
"983","Fibroblast cells","Neutrophil cells","VEGF",1.06080486391514e-08,0
"984","Fibroblast cells","Neutrophil cells","WNT",3.5314353022778e-11,0
"985","Fibroblast cells","Neutrophil cells","ncWNT",1.93499587934546e-09,0
"986","Fibroblast cells","Plasma cells","ANGPTL",1.24659916616905e-08,0
"987","Fibroblast cells","Plasma cells","BAFF",1.42563979500136e-09,0.005
"988","Fibroblast cells","Plasma cells","BMP",1.49384034880491e-10,0.00333333333333333
"989","Fibroblast cells","Plasma cells","COMPLEMENT",2.60026266230596e-08,0
"990","Fibroblast cells","Plasma cells","FGF",4.5797696918195e-10,0
"991","Fibroblast cells","Plasma cells","GAS",9.34011761865918e-10,0
"992","Fibroblast cells","Plasma cells","HGF",3.34304055472297e-10,0
"993","Fibroblast cells","Plasma cells","IGF",1.18684533698138e-07,0
"994","Fibroblast cells","Plasma cells","KIT",2.47071628514237e-10,0
"995","Fibroblast cells","Plasma cells","MIF",1.22163186226614e-06,0
"996","Fibroblast cells","Plasma cells","MK",5.80165979474116e-06,0
"997","Fibroblast cells","Plasma cells","NRG",9.73876467611445e-10,0
"998","Fibroblast cells","Plasma cells","NT",2.72769842102009e-12,0
"999","Fibroblast cells","Plasma cells","PDGF",3.18681700055456e-09,0
"1000","Fibroblast cells","Plasma cells","PERIOSTIN",1.98167572987734e-09,0
"1001","Fibroblast cells","Plasma cells","PTN",1.03471880654965e-06,0
"1002","Fibroblast cells","Plasma cells","WNT",1.85096836441687e-12,0
"1003","Fibroblast cells","Plasma cells","ncWNT",1.01533056498385e-10,0
"1004","Macrophage cells","B cells","ACTIVIN",3.71053305826723e-10,0
"1005","Macrophage cells","B cells","BAFF",1.92919853998566e-05,0
"1006","Macrophage cells","B cells","BMP",1.48768034261983e-09,0.00888888888888889
"1007","Macrophage cells","B cells","CCL",2.58572250697634e-05,0
"1008","Macrophage cells","B cells","COMPLEMENT",6.25805709866723e-08,0
"1009","Macrophage cells","B cells","CSF",6.04707489977709e-09,0
"1010","Macrophage cells","B cells","CSF3",1.91689498458845e-09,0.01
"1011","Macrophage cells","B cells","CXCL",2.54582078427309e-06,0
"1012","Macrophage cells","B cells","EGF",3.20256001173467e-08,0
"1013","Macrophage cells","B cells","FGF",4.28378958935983e-12,0
"1014","Macrophage cells","B cells","GALECTIN",8.89103976745796e-05,0
"1015","Macrophage cells","B cells","GAS",1.58138417048786e-07,0
"1016","Macrophage cells","B cells","GRN",6.26006492392954e-07,0
"1017","Macrophage cells","B cells","IGF",5.01453055425252e-07,0
"1018","Macrophage cells","B cells","IL4",1.17030292696624e-07,0
"1019","Macrophage cells","B cells","LIGHT",1.17188901473127e-08,0
"1020","Macrophage cells","B cells","MIF",1.25844998451766e-05,0.005
"1021","Macrophage cells","B cells","MSTN",5.44213731785047e-09,0
"1022","Macrophage cells","B cells","NRG",8.66930507860133e-11,0.015
"1023","Macrophage cells","B cells","NT",1.24551272076726e-12,0.04
"1024","Macrophage cells","B cells","PARs",5.99015348386886e-11,0
"1025","Macrophage cells","B cells","PSAP",1.77182492682496e-08,0
"1026","Macrophage cells","B cells","SPP1",3.48371174686423e-05,0
"1027","Macrophage cells","B cells","TGFb",2.26369514992144e-06,0
"1028","Macrophage cells","B cells","TWEAK",4.41858407805643e-08,0
"1029","Macrophage cells","B cells","VEGF",5.73595785516561e-07,0
"1030","Macrophage cells","Endothelial cells","ACTIVIN",1.61522619814997e-09,0
"1031","Macrophage cells","Endothelial cells","BAFF",7.09500144265448e-08,0
"1032","Macrophage cells","Endothelial cells","BMP",3.85277684894077e-08,0
"1033","Macrophage cells","Endothelial cells","BTLA",1.97863402874078e-07,0.01
"1034","Macrophage cells","Endothelial cells","CCL",1.31061175369637e-05,0
"1035","Macrophage cells","Endothelial cells","CD40",4.63747641196741e-08,0
"1036","Macrophage cells","Endothelial cells","COMPLEMENT",7.86986256544386e-08,0
"1037","Macrophage cells","Endothelial cells","CSF",5.87370889112922e-08,0
"1038","Macrophage cells","Endothelial cells","CSF3",1.21218132868001e-09,0
"1039","Macrophage cells","Endothelial cells","CXCL",4.76833744207787e-05,0
"1040","Macrophage cells","Endothelial cells","EGF",9.38680083816708e-08,0
"1041","Macrophage cells","Endothelial cells","FGF",2.28652724933744e-09,0
"1042","Macrophage cells","Endothelial cells","FLT3",5.98529749055993e-12,0
"1043","Macrophage cells","Endothelial cells","GALECTIN",7.61938395260417e-08,0
"1044","Macrophage cells","Endothelial cells","GAS",4.79974247003276e-08,0
"1045","Macrophage cells","Endothelial cells","GRN",2.17703444890328e-07,0
"1046","Macrophage cells","Endothelial cells","HGF",3.6676040040098e-09,0
"1047","Macrophage cells","Endothelial cells","IGF",6.29913434834953e-07,0
"1048","Macrophage cells","Endothelial cells","IL1",4.2276088574691e-07,0
"1049","Macrophage cells","Endothelial cells","IL4",2.93247552160196e-07,0
"1050","Macrophage cells","Endothelial cells","IL6",8.88077223076573e-07,0
"1051","Macrophage cells","Endothelial cells","KIT",2.99207392805186e-10,0
"1052","Macrophage cells","Endothelial cells","LIFR",6.01915712071993e-07,0
"1053","Macrophage cells","Endothelial cells","LIGHT",2.59817802133247e-07,0
"1054","Macrophage cells","Endothelial cells","LT",1.59774382939446e-07,0.02
"1055","Macrophage cells","Endothelial cells","MIF",3.31973621820317e-08,0
"1056","Macrophage cells","Endothelial cells","MSTN",1.88534765514601e-08,0
"1057","Macrophage cells","Endothelial cells","NRG",3.48930646703738e-10,0
"1058","Macrophage cells","Endothelial cells","NT",5.70564390672957e-11,0
"1059","Macrophage cells","Endothelial cells","OSM",8.12193008976079e-08,0
"1060","Macrophage cells","Endothelial cells","PARs",3.18335824877481e-08,0
"1061","Macrophage cells","Endothelial cells","PDGF",1.04362411135981e-09,0
"1062","Macrophage cells","Endothelial cells","PSAP",1.11586974154534e-08,0
"1063","Macrophage cells","Endothelial cells","SPP1",0.000127243313494819,0
"1064","Macrophage cells","Endothelial cells","TGFb",3.78323936878238e-06,0
"1065","Macrophage cells","Endothelial cells","TRAIL",2.76171165046164e-07,0
"1066","Macrophage cells","Endothelial cells","TWEAK",3.16796894214205e-08,0
"1067","Macrophage cells","Endothelial cells","VEGF",1.76596135017352e-05,0
"1068","Macrophage cells","Endothelial cells","VISFATIN",3.98229878811101e-05,0
"1069","Macrophage cells","Endothelial cells","WNT",1.25069415834801e-09,0
"1070","Macrophage cells","Epithelial cells","ACTIVIN",6.26099426899669e-09,0
"1071","Macrophage cells","Epithelial cells","BAFF",6.40614398705852e-07,0
"1072","Macrophage cells","Epithelial cells","BMP",7.21012035844018e-08,0
"1073","Macrophage cells","Epithelial cells","CCL",3.56168785502827e-07,0
"1074","Macrophage cells","Epithelial cells","CD40",3.29272937272536e-07,0
"1075","Macrophage cells","Epithelial cells","COMPLEMENT",9.28131298298464e-07,0
"1076","Macrophage cells","Epithelial cells","CSF",9.71822647825566e-07,0
"1077","Macrophage cells","Epithelial cells","CSF3",2.5044561391513e-08,0
"1078","Macrophage cells","Epithelial cells","CXCL",1.01774712290041e-07,0
"1079","Macrophage cells","Epithelial cells","EGF",3.35146200002941e-05,0
"1080","Macrophage cells","Epithelial cells","FASLG",3.92201208596087e-08,0
"1081","Macrophage cells","Epithelial cells","FGF",8.03794391600437e-09,0
"1082","Macrophage cells","Epithelial cells","FLT3",1.23785030001516e-10,0
"1083","Macrophage cells","Epithelial cells","GALECTIN",0.000169393385267129,0
