"","status","family","pval","qval","gene_short_name","num_cells_expressed"
"TENM3","OK","negbinomial.size",3.16712180718445e-07,5.77747033922292e-06,"TENM3",105
"MXD4","OK","negbinomial.size",3.18472058478181e-07,5.80185882895577e-06,"MXD4",747
"APOL4","OK","negbinomial.size",3.55335710545749e-07,6.46484784783367e-06,"APOL4",64
"ABCA10","OK","negbinomial.size",3.65091215084602e-07,6.63353813050406e-06,"ABCA10",203
"CES1","OK","negbinomial.size",3.66510857812521e-07,6.65052374004254e-06,"CES1",101
"MYO1D","OK","negbinomial.size",3.75231610134905e-07,6.79977176727956e-06,"MYO1D",471
"SLC35B1","OK","negbinomial.size",3.82204199104729e-07,6.91698839487951e-06,"SLC35B1",251
"AKNA","OK","negbinomial.size",3.97764968939885e-07,7.18911705390955e-06,"AKNA",179
"PSMA4","OK","negbinomial.size",3.98914936517794e-07,7.20041460414618e-06,"PSMA4",778
"WDFY1","OK","negbinomial.size",4.04596849177438e-07,7.29337657952181e-06,"WDFY1",371
"TOMM20","OK","negbinomial.size",4.24634074796586e-07,7.64452787146925e-06,"TOMM20",998
"PXDN","OK","negbinomial.size",4.31587685976118e-07,7.75952801601624e-06,"PXDN",594
"KIF21A","OK","negbinomial.size",4.48678669312029e-07,8.04632310097009e-06,"KIF21A",238
"CHURC1","OK","negbinomial.size",4.48712434191728e-07,8.04632310097009e-06,"CHURC1",853
"KRT1","OK","negbinomial.size",4.57155366869434e-07,8.18702000354426e-06,"KRT1",58
"UBXN1","OK","negbinomial.size",4.69506482897281e-07,8.397248934009e-06,"UBXN1",910
"MDM4","OK","negbinomial.size",4.75417057325265e-07,8.49188957342186e-06,"MDM4",483
"CD8A","OK","negbinomial.size",4.82890002206609e-07,8.61415481179488e-06,"CD8A",37
"MAP1B","OK","negbinomial.size",4.86959628305276e-07,8.67547036505426e-06,"MAP1B",654
"SMCHD1","OK","negbinomial.size",4.88559817339477e-07,8.69268946078203e-06,"SMCHD1",648
"CLU","OK","negbinomial.size",5.15049742550697e-07,9.15214037345915e-06,"CLU",337
"PRR5L","OK","negbinomial.size",5.17994082503727e-07,9.19255216531193e-06,"PRR5L",136
"STX10","OK","negbinomial.size",5.24917658929192e-07,9.30338558810163e-06,"STX10",498
"AREG","OK","negbinomial.size",5.62178147797762e-07,9.9509159115996e-06,"AREG",78
"MANF","OK","negbinomial.size",5.71061819333395e-07,1.00951366464117e-05,"MANF",673
"RARRES2","OK","negbinomial.size",5.74611313885715e-07,1.01448108158098e-05,"RARRES2",1131
"PSMG2","OK","negbinomial.size",5.79634409831196e-07,1.02203404036817e-05,"PSMG2",714
"FOSL2","OK","negbinomial.size",5.88498723628166e-07,1.03633189868179e-05,"FOSL2",559
"TCF12","OK","negbinomial.size",5.9227473273165e-07,1.04164420302728e-05,"TCF12",639
"GABRB2","OK","negbinomial.size",6.08666157775354e-07,1.06910145356752e-05,"GABRB2",51
"C9orf16","OK","negbinomial.size",6.21578229999755e-07,1.09038493083589e-05,"C9orf16",857
"ARAP2","OK","negbinomial.size",6.24851421489836e-07,1.0947269220942e-05,"ARAP2",64
"G3BP1","OK","negbinomial.size",6.37753803998894e-07,1.11590646470113e-05,"G3BP1",647
"MAGOH","OK","negbinomial.size",6.46179044296883e-07,1.12920816938403e-05,"MAGOH",511
"TNFRSF11B","OK","negbinomial.size",6.53120238467099e-07,1.13699282122991e-05,"TNFRSF11B",119
"MORF4L1","OK","negbinomial.size",6.52790959430424e-07,1.13699282122991e-05,"MORF4L1",1056
"CDH11","OK","negbinomial.size",6.51563057319532e-07,1.13699282122991e-05,"CDH11",928
"TRA2B","OK","negbinomial.size",6.57171544717598e-07,1.14259559574601e-05,"TRA2B",769
"HNRNPA1","OK","negbinomial.size",6.60389310793546e-07,1.14673678043872e-05,"HNRNPA1",1077
"CD37","OK","negbinomial.size",6.62043073299728e-07,1.1481551048705e-05,"CD37",105
"TAF7","OK","negbinomial.size",6.63666643180217e-07,1.1495175519124e-05,"TAF7",672
"GSTP1","OK","negbinomial.size",6.65716029117174e-07,1.15161317622061e-05,"GSTP1",1087
"LIG3","OK","negbinomial.size",6.67715985819801e-07,1.15361812260403e-05,"LIG3",138
"BNIP3","OK","negbinomial.size",6.81674035769781e-07,1.17625212864023e-05,"BNIP3",526
"PPP1R15B","OK","negbinomial.size",6.99250869360796e-07,1.20506575702153e-05,"PPP1R15B",319
"XBP1","OK","negbinomial.size",7.07833314485735e-07,1.21832589813241e-05,"XBP1",688
"DDX39B","OK","negbinomial.size",7.17325792614735e-07,1.23311719587581e-05,"DDX39B",358
"CBLN1","OK","negbinomial.size",7.30839032419225e-07,1.25477469921488e-05,"CBLN1",92
"ZC3H15","OK","negbinomial.size",7.5453575076449e-07,1.29384017862341e-05,"ZC3H15",745
"PDE4DIP","OK","negbinomial.size",7.72592408279564e-07,1.32314889597741e-05,"PDE4DIP",306
"TMED2","OK","negbinomial.size",7.79856058865953e-07,1.33392336851909e-05,"TMED2",825
"TBK1","OK","negbinomial.size",7.93620636102896e-07,1.35452182518955e-05,"TBK1",304
"EIF3K","OK","negbinomial.size",7.93873412634786e-07,1.35452182518955e-05,"EIF3K",1030
"JMJD1C","OK","negbinomial.size",7.95186698259835e-07,1.3550771585998e-05,"JMJD1C",777
"LMOD1","OK","negbinomial.size",7.98177435249778e-07,1.35848611126011e-05,"LMOD1",437
"SPTSSA","OK","negbinomial.size",8.06168322525691e-07,1.3703862513516e-05,"SPTSSA",665
"RPS25","OK","negbinomial.size",8.27243588171424e-07,1.40447123051183e-05,"RPS25",1157
"SH2D1A","OK","negbinomial.size",8.39007871560697e-07,1.4226835577342e-05,"SH2D1A",29
"ISLR","OK","negbinomial.size",8.6545099629918e-07,1.46571071200397e-05,"ISLR",897
"CDC42","OK","negbinomial.size",8.9440815724926e-07,1.51288422948771e-05,"CDC42",996
"TWIST2","OK","negbinomial.size",8.96206730766611e-07,1.51405959761778e-05,"TWIST2",724
"TMEM248","OK","negbinomial.size",9.0842906007545e-07,1.53282039927614e-05,"TMEM248",623
"RUNX1","OK","negbinomial.size",9.10287012577219e-07,1.5340684568224e-05,"RUNX1",558
"PRRC2C","OK","negbinomial.size",9.14035367596569e-07,1.53849535861224e-05,"PRRC2C",974
"PARP8","OK","negbinomial.size",9.1952100977807e-07,1.54583201129112e-05,"PARP8",241
"ARSI","OK","negbinomial.size",9.2220185770631e-07,1.54844125875339e-05,"ARSI",32
"MYH9","OK","negbinomial.size",9.3162096001584e-07,1.56234429455957e-05,"MYH9",929
"FAM20C","OK","negbinomial.size",9.65182544542233e-07,1.61665129988161e-05,"FAM20C",403
"ANKRD12","OK","negbinomial.size",9.91698056665429e-07,1.65903828552882e-05,"ANKRD12",819
"SLC4A7","OK","negbinomial.size",1.01401510836227e-06,1.69430685219411e-05,"SLC4A7",260
"P2RY14","OK","negbinomial.size",1.03834428125763e-06,1.73284754869735e-05,"P2RY14",98
"IQGAP1","OK","negbinomial.size",1.05243182164123e-06,1.7542235394015e-05,"IQGAP1",862
"ATR","OK","negbinomial.size",1.05701679156732e-06,1.75972771198065e-05,"ATR",280
"PRKCH","OK","negbinomial.size",1.07145753875527e-06,1.78160660807815e-05,"PRKCH",55
"PCDH17","OK","negbinomial.size",1.08170993863004e-06,1.79647662689187e-05,"PCDH17",60
"RASSF5","OK","negbinomial.size",1.08985213980564e-06,1.807810357177e-05,"RASSF5",74
"GADD45A","OK","negbinomial.size",1.10443220600125e-06,1.82978272970111e-05,"GADD45A",604
"KCNK3","OK","negbinomial.size",1.1170094533737e-06,1.84838789883962e-05,"KCNK3",113
"RPS3A","OK","negbinomial.size",1.12353482909898e-06,1.85471128587001e-05,"RPS3A",1190
"COMMD6","OK","negbinomial.size",1.12350102080384e-06,1.85471128587001e-05,"COMMD6",1054
"AKR7A2","OK","negbinomial.size",1.13939083167593e-06,1.87862541213107e-05,"AKR7A2",730
"TRIM38","OK","negbinomial.size",1.14291321339607e-06,1.88217088371756e-05,"TRIM38",399
"CHI3L2","OK","negbinomial.size",1.1728478584763e-06,1.929151909182e-05,"CHI3L2",87
"GLS","OK","negbinomial.size",1.22050456870481e-06,2.0051355297596e-05,"GLS",633
"RIF1","OK","negbinomial.size",1.24312552466057e-06,2.03985597455666e-05,"RIF1",538
"COL5A3","OK","negbinomial.size",1.31385975825986e-06,2.15334864561634e-05,"COL5A3",420
"SELENOS","OK","negbinomial.size",1.33157872341491e-06,2.17978483625366e-05,"SELENOS",875
"TIPARP","OK","negbinomial.size",1.35918191226001e-06,2.22231912662489e-05,"TIPARP",247
"GALNT15","OK","negbinomial.size",1.38842148013974e-06,2.26742450768536e-05,"GALNT15",113
"LTB","OK","negbinomial.size",1.39154280726052e-06,2.26981976575503e-05,"LTB",96
"CD53","OK","negbinomial.size",1.40112430746308e-06,2.28273435270528e-05,"CD53",87
"SERPINH1","OK","negbinomial.size",1.44075271037438e-06,2.34451312940875e-05,"SERPINH1",958
"EIF3D","OK","negbinomial.size",1.49587649368905e-06,2.43133101189886e-05,"EIF3D",778
"COL4A4","OK","negbinomial.size",1.50190007088014e-06,2.43823256477322e-05,"COL4A4",64
"HS3ST6","OK","negbinomial.size",1.50822720773868e-06,2.44561002786751e-05,"HS3ST6",58
"PTPN7","OK","negbinomial.size",1.51284419619161e-06,2.4473109296411e-05,"PTPN7",60
"SENP5","OK","negbinomial.size",1.51137610697079e-06,2.4473109296411e-05,"SENP5",274
"SNCG","OK","negbinomial.size",1.57809109613446e-06,2.54985319867757e-05,"SNCG",75
"C2orf74","OK","negbinomial.size",1.59120475983928e-06,2.56801728182062e-05,"C2orf74",278
"PKIA","OK","negbinomial.size",1.64001201215708e-06,2.6436762376934e-05,"PKIA",24
"GRAMD2B","OK","negbinomial.size",1.66176146561916e-06,2.67559199358729e-05,"GRAMD2B",483
"FAM118A","OK","negbinomial.size",1.69766734737544e-06,2.73019937529851e-05,"FAM118A",208
"SEMA3D","OK","negbinomial.size",1.74524504586855e-06,2.80342758070548e-05,"SEMA3D",35
"NCF1","OK","negbinomial.size",1.75415598340942e-06,2.81444582227023e-05,"NCF1",76
"JAK2","OK","negbinomial.size",1.83167976672925e-06,2.93539521495232e-05,"JAK2",178
"TRIM56","OK","negbinomial.size",1.83575547024989e-06,2.93849399543617e-05,"TRIM56",557
"GPBP1","OK","negbinomial.size",1.86634034694063e-06,2.98396933325543e-05,"GPBP1",724
"BZW1","OK","negbinomial.size",1.89313781799323e-06,3.02329040596404e-05,"BZW1",814
"AKAP12","OK","negbinomial.size",1.92431451878215e-06,3.06950541495971e-05,"AKAP12",655
"AIM2","OK","negbinomial.size",1.94343966651854e-06,3.09641177065056e-05,"AIM2",18
"TINAGL1","OK","negbinomial.size",1.95743154638016e-06,3.11147693548587e-05,"TINAGL1",215
"BRD1","OK","negbinomial.size",1.95608975036872e-06,3.11147693548587e-05,"BRD1",393
"ITGA11","OK","negbinomial.size",1.98321641896124e-06,3.14881514297572e-05,"ITGA11",276
"CNTRL","OK","negbinomial.size",2.00467558250541e-06,3.17920689489124e-05,"CNTRL",166
"AHR","OK","negbinomial.size",2.01006795535046e-06,3.18407762257478e-05,"AHR",481
"TAOK3","OK","negbinomial.size",2.10907211746256e-06,3.33705320730696e-05,"TAOK3",452
"TRAF3IP3","OK","negbinomial.size",2.14109058372151e-06,3.3838111321995e-05,"TRAF3IP3",58
"ZNF469","OK","negbinomial.size",2.15771458477749e-06,3.40615980137833e-05,"ZNF469",88
"SEMA3C","OK","negbinomial.size",2.16456801626339e-06,3.41305103989669e-05,"SEMA3C",301
"ARHGAP20","OK","negbinomial.size",2.26194357023144e-06,3.55941501154721e-05,"ARHGAP20",163
"MICU2","OK","negbinomial.size",2.26258192890302e-06,3.55941501154721e-05,"MICU2",310
"TWIST1","OK","negbinomial.size",2.285210532252e-06,3.59004276152686e-05,"TWIST1",447
"POLR2F","OK","negbinomial.size",2.28728486191462e-06,3.59004276152686e-05,"POLR2F",774
"CYB5R3","OK","negbinomial.size",2.30731651380909e-06,3.61734490702092e-05,"CYB5R3",883
"NLRC3","OK","negbinomial.size",2.39870294913089e-06,3.75632500641296e-05,"NLRC3",24
"TSPYL1","OK","negbinomial.size",2.40454392639219e-06,3.76117828759955e-05,"TSPYL1",467
"AEBP1","OK","negbinomial.size",2.4118003115655e-06,3.76823196743229e-05,"AEBP1",1087
"CCL21","OK","negbinomial.size",2.45915185901269e-06,3.83784359521457e-05,"CCL21",66
"BSG","OK","negbinomial.size",2.46477237152365e-06,3.84224402188199e-05,"BSG",985
"CCL18","OK","negbinomial.size",2.47858833349714e-06,3.85939554584719e-05,"CCL18",12
"ANGPTL2","OK","negbinomial.size",2.52858543213931e-06,3.928327854823e-05,"ANGPTL2",447
"SURF4","OK","negbinomial.size",2.52822591157928e-06,3.928327854823e-05,"SURF4",658
"HRH2","OK","negbinomial.size",2.53583033765922e-06,3.93512676153949e-05,"HRH2",122
"SETX","OK","negbinomial.size",2.54761766789697e-06,3.94895131844187e-05,"SETX",581
"CAMK2D","OK","negbinomial.size",2.59499903941536e-06,4.01785517186229e-05,"CAMK2D",392
"YWHAZ","OK","negbinomial.size",2.62684299641184e-06,4.06257409523986e-05,"YWHAZ",962
"KRT15","OK","negbinomial.size",2.66383694008481e-06,4.1151481018112e-05,"KRT15",220
"CALU","OK","negbinomial.size",2.69835645948627e-06,4.15910718103737e-05,"CALU",950
"NOLC1","OK","negbinomial.size",2.69806087844494e-06,4.15910718103737e-05,"NOLC1",286
"WDR86","OK","negbinomial.size",2.71207313874099e-06,4.17555772359695e-05,"WDR86",449
"AKAP13","OK","negbinomial.size",2.81202462384642e-06,4.32459123205439e-05,"AKAP13",847
"MFAP4","OK","negbinomial.size",2.83158244390393e-06,4.34979260531625e-05,"MFAP4",715
"PDIA6","OK","negbinomial.size",2.84790174954439e-06,4.36996825506152e-05,"PDIA6",983
"MTRNR2L12","OK","negbinomial.size",2.90682450683834e-06,4.45539872455959e-05,"MTRNR2L12",94
"GAPDH","OK","negbinomial.size",2.99865558244937e-06,4.59102201786165e-05,"GAPDH",1143
"CARMIL1","OK","negbinomial.size",3.06833206922745e-06,4.69246146328452e-05,"CARMIL1",88
"LAG3","OK","negbinomial.size",3.11219810614296e-06,4.75404741005773e-05,"LAG3",63
"THBD","OK","negbinomial.size",3.11553332967043e-06,4.75404741005773e-05,"THBD",124
"NUDT4","OK","negbinomial.size",3.14774776555007e-06,4.79786709420176e-05,"NUDT4",371
"NMI","OK","negbinomial.size",3.208318956036e-06,4.88476353372939e-05,"NMI",229
"MACF1","OK","negbinomial.size",3.30886970828979e-06,5.03226991777376e-05,"MACF1",912
"NR1D2","OK","negbinomial.size",3.32934143870621e-06,5.05779688329699e-05,"NR1D2",305
"BTN3A3","OK","negbinomial.size",3.37526990952541e-06,5.12189741359177e-05,"BTN3A3",211
"FHAD1","OK","negbinomial.size",3.45155432401886e-06,5.23186985821997e-05,"FHAD1",22
"DDX6","OK","negbinomial.size",3.56613390719389e-06,5.39958332658784e-05,"DDX6",578
"CORO1A","OK","negbinomial.size",3.6347054122365e-06,5.49128731773792e-05,"CORO1A",131
"IER3IP1","OK","negbinomial.size",3.63241658683199e-06,5.49128731773792e-05,"IER3IP1",547
"IRF9","OK","negbinomial.size",3.64810071932433e-06,5.50546156960299e-05,"IRF9",446
"TMEM119","OK","negbinomial.size",3.73418695114716e-06,5.62918424130075e-05,"TMEM119",341
"ARID1B","OK","negbinomial.size",3.80705808813611e-06,5.73273576872131e-05,"ARID1B",725
"OTULINL","OK","negbinomial.size",3.82329772838797e-06,5.74484211200037e-05,"OTULINL",379
"EDNRB","OK","negbinomial.size",3.82347342780022e-06,5.74484211200037e-05,"EDNRB",434
"ZEB2","OK","negbinomial.size",3.87397659070091e-06,5.81435567518983e-05,"ZEB2",880
"CYP24A1","OK","negbinomial.size",4.00844694320077e-06,6.0096038433692e-05,"CYP24A1",27
"IFI44","OK","negbinomial.size",4.03610190453514e-06,6.04445916227217e-05,"IFI44",220
"ACAP1","OK","negbinomial.size",4.06484246871657e-06,6.08086248482594e-05,"ACAP1",115
"RPL27","OK","negbinomial.size",4.09450324169443e-06,6.11856159799174e-05,"RPL27",1149
"SPRY1","OK","negbinomial.size",4.18780245561436e-06,6.25117237063306e-05,"SPRY1",877
"EIF5B","OK","negbinomial.size",4.24163239403685e-06,6.32464273710843e-05,"EIF5B",837
"PPFIBP1","OK","negbinomial.size",4.29125558193814e-06,6.3867564396352e-05,"PPFIBP1",602
"SLC2A13","OK","negbinomial.size",4.29260055208023e-06,6.3867564396352e-05,"SLC2A13",362
"HCST","OK","negbinomial.size",4.37022716285067e-06,6.4952086912227e-05,"HCST",115
"SH3BP1","OK","negbinomial.size",4.40686248810694e-06,6.5425692220618e-05,"SH3BP1",84
"TRBC1","OK","negbinomial.size",4.42557520593861e-06,6.55736823018781e-05,"TRBC1",78
"ITGA7","OK","negbinomial.size",4.42639085956693e-06,6.55736823018781e-05,"ITGA7",133
"RPL14","OK","negbinomial.size",4.52255566204503e-06,6.69260178769511e-05,"RPL14",1182
"TMCO1","OK","negbinomial.size",4.53173913929351e-06,6.69896524922719e-05,"TMCO1",804
"ENTPD1","OK","negbinomial.size",4.56951834186876e-06,6.74754064733646e-05,"ENTPD1",461
"DIAPH1","OK","negbinomial.size",4.60147603348657e-06,6.78742454057729e-05,"DIAPH1",268
"DBP","OK","negbinomial.size",4.62737266619443e-06,6.8182919693722e-05,"DBP",207
"ZNHIT6","OK","negbinomial.size",4.64230145018071e-06,6.83294970961148e-05,"ZNHIT6",499
"DTX3L","OK","negbinomial.size",4.72287595913336e-06,6.9440956492381e-05,"DTX3L",323
"CD84","OK","negbinomial.size",4.75435520317209e-06,6.97916709191521e-05,"CD84",51
"ACTG2","OK","negbinomial.size",4.75690423599703e-06,6.97916709191521e-05,"ACTG2",23
"KLK11","OK","negbinomial.size",4.82422686156361e-06,7.07037864176598e-05,"KLK11",47
"ZNF385D","OK","negbinomial.size",4.96096128917647e-06,7.26301675185942e-05,"ZNF385D",55
"STK17B","OK","negbinomial.size",5.16866669314276e-06,7.55903728108021e-05,"STK17B",442
"COLEC12","OK","negbinomial.size",5.38574558950519e-06,7.86812119242089e-05,"COLEC12",409
"NCKAP1L","OK","negbinomial.size",5.39360655677184e-06,7.87122284529746e-05,"NCKAP1L",33
"NAA38","OK","negbinomial.size",5.40414793876741e-06,7.87822544357187e-05,"NAA38",698
"CDC42SE2","OK","negbinomial.size",5.51221084318451e-06,8.02723018543578e-05,"CDC42SE2",289
"TTYH1","OK","negbinomial.size",5.56217221198942e-06,8.09139749778058e-05,"TTYH1",69
"RPL36","OK","negbinomial.size",5.57878272006658e-06,8.10696412646963e-05,"RPL36",1181
"CCL2","OK","negbinomial.size",5.65486073319067e-06,8.20882323152483e-05,"CCL2",486
"CCBE1","OK","negbinomial.size",5.82053220395317e-06,8.44038697397775e-05,"CCBE1",90
"SLIT3","OK","negbinomial.size",5.95891292989542e-06,8.62282358357652e-05,"SLIT3",374
"COL6A2","OK","negbinomial.size",5.95452475645908e-06,8.62282358357652e-05,"COL6A2",1144
"MAT2A","OK","negbinomial.size",5.96629992094177e-06,8.62441541785871e-05,"MAT2A",521
"CDC27","OK","negbinomial.size",6.06378024058263e-06,8.75609866740132e-05,"CDC27",410
"TPI1","OK","negbinomial.size",6.13710284947266e-06,8.85265792734658e-05,"TPI1",1006
"C1S","OK","negbinomial.size",6.33566818420359e-06,9.12948488980093e-05,"C1S",1077
"EIF2AK2","OK","negbinomial.size",6.35266384657218e-06,9.1443696376996e-05,"EIF2AK2",730
"GFER","OK","negbinomial.size",6.49441964714354e-06,9.33862145906867e-05,"GFER",250
"RSAD2","OK","negbinomial.size",6.64438123571851e-06,9.52430739723997e-05,"RSAD2",114
"MATR3.1","OK","negbinomial.size",6.63373380158397e-06,9.52430739723997e-05,"MATR3.1",138
"LGALS3","OK","negbinomial.size",6.6403512016552e-06,9.52430739723997e-05,"LGALS3",1078
"ENPEP","OK","negbinomial.size",6.66273701529599e-06,9.5406499348466e-05,"ENPEP",31
"GUCY1A2","OK","negbinomial.size",6.79221605634688e-06,9.7159144797671e-05,"GUCY1A2",643
"GLIPR2","OK","negbinomial.size",6.9485679655063e-06,9.92921409904328e-05,"GLIPR2",349
"HIGD1A","OK","negbinomial.size",6.98159127986335e-06,9.96602176661451e-05,"HIGD1A",383
"SLCO3A1","OK","negbinomial.size",7.05404425772582e-06,0.00010058979119281,"SLCO3A1",555
"SLC41A2","OK","negbinomial.size",7.27981574185006e-06,0.000103701466611318,"SLC41A2",110
"KDELR2","OK","negbinomial.size",7.29027475820192e-06,0.000103742727316404,"KDELR2",836
"CYGB","OK","negbinomial.size",7.44300373224068e-06,0.00010580634735635,"CYGB",510
"SSR3","OK","negbinomial.size",7.49892580299205e-06,0.000106490956693007,"SSR3",954
"PYHIN1","OK","negbinomial.size",7.63072855470984e-06,0.000108138775117262,"PYHIN1",31
"AR","OK","negbinomial.size",7.62929592929458e-06,0.000108138775117262,"AR",757
"BAD","OK","negbinomial.size",7.80729965370767e-06,0.000110526869607391,"BAD",732
"MGMT","OK","negbinomial.size",7.85673215878933e-06,0.000111112012117806,"MGMT",639
"GJA1","OK","negbinomial.size",7.93894820805361e-06,0.000112159105579896,"GJA1",858
"MIF","OK","negbinomial.size",7.986368470084e-06,0.000112712965712564,"MIF",898
"INSIG1","OK","negbinomial.size",8.08708839549813e-06,0.000114017141427999,"INSIG1",214
"MSLN","OK","negbinomial.size",8.1143608674522e-06,0.000114284191354938,"MSLN",31
"FMO1","OK","negbinomial.size",8.17671323479508e-06,0.00011492638540463,"FMO1",223
"SH3D19","OK","negbinomial.size",8.17129404327724e-06,0.00011492638540463,"SH3D19",523
"ENO1","OK","negbinomial.size",8.24290057127322e-06,0.000115738086015073,"ENO1",911
"TENT5A","OK","negbinomial.size",8.34737051738288e-06,0.000117085100978996,"TENT5A",479
"NRP2","OK","negbinomial.size",8.51500724191716e-06,0.000119314473283575,"NRP2",358
"NDUFB4","OK","negbinomial.size",8.58400931619366e-06,0.000120158612040352,"NDUFB4",988
"TC2N","OK","negbinomial.size",8.89265799260187e-06,0.000124352173641705,"TC2N",84
"INO80D","OK","negbinomial.size",8.90205989759437e-06,0.000124356881542973,"INO80D",277
"TMEM204","OK","negbinomial.size",8.96956184767057e-06,0.000125172379884379,"TMEM204",665
"FRMD6","OK","negbinomial.size",8.98701774636481e-06,0.000125288525858366,"FRMD6",629
"OLFML2B","OK","negbinomial.size",9.05856674249182e-06,0.00012615778535381,"OLFML2B",354
"COX6C","OK","negbinomial.size",9.06921238851795e-06,0.000126177946800902,"COX6C",1059
"FIS1","OK","negbinomial.size",9.10994138675781e-06,0.000126616186366306,"FIS1",897
"ZDHHC21","OK","negbinomial.size",9.50036674915461e-06,0.000131908938324801,"ZDHHC21",221
"VPS28","OK","negbinomial.size",9.73949186736635e-06,0.000135092365456554,"VPS28",928
"RUNX3","OK","negbinomial.size",1.00627832456176e-05,0.000139435616730689,"RUNX3",97
"MSMO1","OK","negbinomial.size",1.0335056299627e-05,0.000143063877213202,"MSMO1",286
"S100A12","OK","negbinomial.size",1.04257678739907e-05,0.000144174076305851,"S100A12",20
"DAPP1","OK","negbinomial.size",1.04633028886972e-05,0.000144402001033348,"DAPP1",34
"ARHGEF10","OK","negbinomial.size",1.04580396376796e-05,0.000144402001033348,"ARHGEF10",184
"SERF2","OK","negbinomial.size",1.06432075331373e-05,0.000146737206974449,"SERF2",1171
"GNPTAB","OK","negbinomial.size",1.07720755943771e-05,0.000148364792172354,"GNPTAB",333
"NIBAN1","OK","negbinomial.size",1.07898922752442e-05,0.000148461125608626,"NIBAN1",129
"HSPA2","OK","negbinomial.size",1.0834731198433e-05,0.000148928699980064,"HSPA2",473
"MSRB2","OK","negbinomial.size",1.10301571816568e-05,0.000151463159377345,"MSRB2",679
"RCC2","OK","negbinomial.size",1.10772827515961e-05,0.000151958164786395,"RCC2",336
"GIMAP6","OK","negbinomial.size",1.12461520119844e-05,0.000154120592707694,"GIMAP6",31
"IKBIP","OK","negbinomial.size",1.14737065199638e-05,0.000157082141757349,"IKBIP",620
"IL18BP","OK","negbinomial.size",1.17191122620897e-05,0.000160281936202739,"IL18BP",60
"PREX2","OK","negbinomial.size",1.18243985836793e-05,0.00016156085634553,"PREX2",171
"COPB1","OK","negbinomial.size",1.20027389404316e-05,0.000163834400780936,"COPB1",630
"SELENOW","OK","negbinomial.size",1.21674224404466e-05,0.000165917197850941,"SELENOW",1032
"LGALS7","OK","negbinomial.size",1.22910702744555e-05,0.000167436844116167,"LGALS7",29
"RSRC2","OK","negbinomial.size",1.25085546548989e-05,0.000170230508686412,"RSRC2",867
"CLCA2","OK","negbinomial.size",1.26689148599395e-05,0.000172241996083895,"CLCA2",38
"APRT","OK","negbinomial.size",1.27019031630733e-05,0.000172519512466375,"APRT",929
"FKBP2","OK","negbinomial.size",1.28039220859966e-05,0.000173733138650546,"FKBP2",257
"DENR","OK","negbinomial.size",1.2879893689945e-05,0.000174591286204215,"DENR",653
"MGST3","OK","negbinomial.size",1.29799417300043e-05,0.000175773781492793,"MGST3",1045
"PLPP3","OK","negbinomial.size",1.32240458978842e-05,0.00017890282211753,"PLPP3",821
"TAPBPL","OK","negbinomial.size",1.32692403238063e-05,0.000179160864923203,"TAPBPL",204
"PPP2R5C","OK","negbinomial.size",1.32597771280927e-05,0.000179160864923203,"PPP2R5C",415
"GOLGA3","OK","negbinomial.size",1.33378773820768e-05,0.000179910523035722,"GOLGA3",507
"PAPOLA","OK","negbinomial.size",1.33686774371771e-05,0.000180148837999209,"PAPOLA",792
"XRN1","OK","negbinomial.size",1.36883445652097e-05,0.000184275476688466,"XRN1",533
"EMP3","OK","negbinomial.size",1.38474590860751e-05,0.00018623474876743,"EMP3",943
"FMNL3","OK","negbinomial.size",1.41108388883785e-05,0.000189591075289692,"FMNL3",110
"PSMC2","OK","negbinomial.size",1.41807680671494e-05,0.00019034420386023,"PSMC2",429
"ZNF737","OK","negbinomial.size",1.43926144532557e-05,0.00019299891013662,"ZNF737",150
"RASGRP1","OK","negbinomial.size",1.4525162823242e-05,0.000194586116805893,"RASGRP1",44
"CNOT6L","OK","negbinomial.size",1.46533784250668e-05,0.000196112239253723,"CNOT6L",374
"SET","OK","negbinomial.size",1.4671749418216e-05,0.000196166723702814,"SET",1027
"PSMA1","OK","negbinomial.size",1.49707322333041e-05,0.000199969332791106,"PSMA1",725
"DES","OK","negbinomial.size",1.50328773130101e-05,0.000200418265930332,"DES",18
"TIMP3","OK","negbinomial.size",1.50335614260324e-05,0.000200418265930332,"TIMP3",481
"HSP90AB1","OK","negbinomial.size",1.51176047508448e-05,0.000201343011623387,"HSP90AB1",1137
"CAMK1G","OK","negbinomial.size",1.51601233651803e-05,0.00020137874338411,"CAMK1G",48
"WIPF3","OK","negbinomial.size",1.51538443282632e-05,0.00020137874338411,"WIPF3",16
"LTBP2","OK","negbinomial.size",1.51643273010486e-05,0.00020137874338411,"LTBP2",624
"CANX","OK","negbinomial.size",1.52144436927725e-05,0.000201848876767363,"CANX",933
"ZNF208","OK","negbinomial.size",1.59236627444831e-05,0.000211053918385332,"ZNF208",199
"ECRG4","OK","negbinomial.size",1.67672382182441e-05,0.000222020245055862,"ECRG4",110
"NKG7","OK","negbinomial.size",1.68141797221781e-05,0.000222427114203316,"NKG7",85
"PGR","OK","negbinomial.size",1.69931504483064e-05,0.000224578071146307,"PGR",751
"EDIL3","OK","negbinomial.size",1.74906566077645e-05,0.000230930536424748,"EDIL3",195
"RBP7","OK","negbinomial.size",1.76294839721609e-05,0.000232539674163561,"RBP7",82
